Any,Ambit,Titularitat,Tipus,Edicio,NomDelFestival,DataInici,DataFi,Assistents_a_Barcelona,Assistents_fora_de_Barcelona,Espai,Organitzador,Notes_Dades
2016,Audiovisuals,"Titularitat privada",Festivals,6,"Festival Internacional de cine Nunes",13/12/2016,17/12/2016,,,,A.I.P.D.A.,
2016,Audiovisuals,"Titularitat privada",Festivals,16,"Festival Internacional de Cinema Gai i Lèsbic de Barcelona",14/10/2016,23/10/2016,2356,,"Filmoteca de Catalunya","Assoc. Cultural FICGLB",
2016,"Multidisciplinaris i altres","Titularitat privada",Festivals,6,"Festival Internacional de Música i Dansa Tradicional al Poble-sec",22/8/2016,28/8/2016,,,,"GID Renaixença",
2016,"Arts escèniques","Titularitat privada",Festivals,12,"Festival Internacional de Putxinel·lis d'Hivern",2/12/2016,31/12/2016,1306,,"La Puntual- Putxinel·lis de Barcelona","Teatre La Puntual SL",
2016,Música,"Titularitat privada",Festivals,4,"Festival Jardins de Pedralbes",11/6/2016,16/7/2016,30100,,"Jardins del Palau Reial de Pedralbes","Concert Studio",
2016,Música,"Titularitat privada",Festivals,26,"Festival l'Hora del Jazz. Memorial Tete Montoliu",4/9/2016,29/9/2016,6150,,"Plaça Vila de Gràcia i Conservatori del Liceu","Assoc. de Músics de Jazz i Música Moderna de Catalunya",
2016,Música,"Titularitat privada",Festivals,21,"Festival LEM",29/9/2016,29/10/2016,2111,,"Diversos espais de la ciutat","Gràcia Territori Sonor",
2016,"Multidisciplinaris i altres","Titularitat privada",Festivals,5,"Festival Mixtur",21/4/2016,1/5/2016,1147,,"Diversos espais de la ciutat","Assoc. Col·lectiu Mixtur",
2016,Música,"Titularitat privada",Festivals,27,"Festival MPB. Festival de Música Popular de Barcelona",20/10/2016,16/12/2016,,,,"Zingaria Produccions SL",
2016,"Arts escèniques","Titularitat privada",Festivals,4,"Festival Rei de la Màgia",10/11/2016,13/11/2016,,,,"El rei de la màgia",
2016,"Arts escèniques","Consorci o fundació amb presència administracions públiques",Festivals,5,"Festival Sâlmon d'Arts Vives de Barcelona",24/11/2016,4/12/2016,4846,,"Diversos espais de la ciutat","Mercat de les Flors i Graner",
2016,Música,"Titularitat privada",Festivals,4,"Festival Talent",1/7/2016,4/7/2016,2250,,"Diversos espais de la ciutat","Taller de Músics",
2016,"Multidisciplinaris i altres","Titularitat privada",Festivals,3,"Festival Vèrtex BCN",4/12/2016,4/12/2016,,,"Diversos espais de la ciutat","Qadar Produccions Culturals",
2016,"Arts visuals","Titularitat privada",Fires,,"Fira d'Art Modern i Antic de Barcelona",17/2/2016,21/2/2016,,,"Reial Drassanes de Barcelona",.,
2016,Lletres,"Titularitat privada",Fires,65,"Fira del Llibre d'Ocasió Antic i Modern",19/9/2016,25/9/2016,,,"Passeig de Gràcia","Gremi de Llibreters de Vell de Catalunya",
2016,Lletres,"Titularitat privada",Festivals,6,"Flic. Festival de literatures i arts infantil i juvenil",30/1/2016,31/1/2016,3723,,CCCB,"Assoc. Tantàgora Serveis Culturals",
2016,Lletres,"Titularitat privada",Festivals,7,"Flic. Festival de literatures i arts infantil i juvenil",17/12/2016,31/12/2016,,,,"Assoc. Tantàgora Serveis Culturals",
