Any,Ambit,Titularitat,Tipus,Edicio,NomDelFestival,DataInici,DataFi,Assistents_a_Barcelona,Assistents_fora_de_Barcelona,Espai,Organitzador,Notes_Dades
2015,"Multidisciplinaris i altres","Titularitat privada",Festivals,1,"El Dia Minimúsica",31/10/2015,1/11/2015,1200,,CCCB,"Minimúsica i Primavera Sound",
2015,Audiovisuals,"Titularitat privada",Festivals,8,"El Meu Primer Festival",14/11/2015,29/11/2015,,,"Diversos espais de la ciutat","Assoc. Isla Elefante Projectes Culturals",
2015,Música,"Consorci o fundació amb presència administracions públiques",Festivals,7,Emergència!,14/2/2015,14/2/2015,804,,CCCB,CCCB,
2015,"Arts visuals","Ajuntament de Barcelona",Festivals,6,Enfocats,6/3/2015,4/4/2015,1785,,"Diversos espais de la ciutat","Centre Cívic Pati Llimona",
2015,Música,"Ajuntament de Barcelona",Festivals,4,"Ermessenda Pop Festival",6/6/2015,6/6/2015,200,,"Centre Cívic Urgell","Centre Cívic d'Urgell",
2015,"Arts escèniques","Titularitat privada",Festivals,14,"Escena Poblenou",22/10/2015,25/10/2015,4000,,"Diversos espais de la ciutat","Assoc. Festival de Creació Contemporània Poblenou",
2015,"Arts visuals","Titularitat privada",Festivals,2,"European Creativity Festival",15/10/2015,17/10/2015,250,,"Edifici Disseny Hub Barcelona","Arts Directors Club of Europe (ADCE)",
2015,"Multidisciplinaris i altres","Titularitat privada",Festivals,5,"FADfest. The festival of all design",29/6/2015,5/7/2015,8000,,"Edifici Disseny Hub Barcelona",FAD,
2015,"Arts visuals","Titularitat privada",Festivals,21,"Fem Art",16/10/2015,12/11/2015,650,,"Ca la Dona","Col·lectiu FemArt",
2015,Música,"Titularitat privada",Festivals,10,Festigàbal,15/6/2015,16/6/2015,,,"La Sedeta","Assoc. Cultural Heliogàbal",
2015,Lletres,"Titularitat privada",Festivals,1,"Festival Alcools",10/2/2015,18/4/2015,430,,"La Seca Espai Brossa","Sala Becket i Obrador Internacional de Dramatúrgia i la Institució de les Lletres Catalanes",
2015,Audiovisuals,"Titularitat privada",Festivals,6,"Festival Antic Horror Picture Show",31/10/2015,31/10/2015,130,,"Antic Teatre","Antic Teatre i Guillem Puig",
2015,Audiovisuals,"Ajuntament de Barcelona",Festivals,12,"Festival Barcelona VisualSound",14/4/2015,24/4/2015,,,"Diversos espais de la ciutat","Ajuntament de Barcelona",
2015,Música,"Titularitat privada",Festivals,1,"Festival Cara - B",7/2/2015,7/2/2015,850,,"Fabra i Coats","Assoc. Isla Elefante Projectes Culturals",
2015,Música,"Titularitat privada",Festivals,12,"Festival Coral Cantate Barcelona",16/10/2015,19/10/2015,,,"Poble Espanyol","Music Contact International i Viatges Blanda",
2015,Música,"Titularitat privada",Festivals,8,"Festival Cruïlla",10/7/2015,12/7/2015,46000,,"Parc del Fòrum","Barcelona Events Musicals SL",
2015,"Multidisciplinaris i altres","Ajuntament de Barcelona",Festivals,10,"Festival d'estiu LLIMONADES",26/6/2015,17/7/2015,1100,,"Diversos espais de la ciutat","Centre Cívic Pati Llimona",
2015,"Arts escèniques","Ajuntament de Barcelona",Festivals,11,"Festival Dansat",9/4/2015,12/4/2015,778,,SAT,"saT! Sant Andreu Teatre",
2015,Música,"Titularitat privada",Festivals,13,"Festival de Blues de Barcelona",2/7/2015,12/7/2015,3000,,"Diversos espais de la ciutat","Assoc. Capibola Blues",
2015,Audiovisuals,"Titularitat privada",Festivals,6,"Festival de Cinema en Creative Commons de Barcelona. BccN",6/5/2015,10/5/2015,1900,,"Diversos espais de la ciutat","Assoc. Panorama 180",
2015,Audiovisuals,"Titularitat privada",Festivals,12,"Festival de Cinema i Drets Humans de Barcelona",26/11/2015,10/12/2015,,,"Cinemes Girona i Nau Bostik","Drets en acció",
2015,Audiovisuals,"Titularitat privada",Festivals,17,"Festival de Cinema Jueu de Barcelona",16/6/2015,21/6/2015,3000,,"Institut Francès i Plaça Sant Felip Neri","Assoc. Festival de Cinema Jueu a Barcelona",
2015,"Multidisciplinaris i altres","Titularitat privada",Festivals,13,"Festival de Cultura Raval(s)",12/11/2015,15/11/2015,4878,,"Diversos espais de la ciutat","Fundació Tot Raval",
2015,"Multidisciplinaris i altres","Ajuntament de Barcelona",Festivals,,"Festival de la Ciència",14/4/2015,30/4/2015,35468,,"Disseny Hub Barcelona","Institut de Cultura. Ajuntament de Barcelona",
2015,"Multidisciplinaris i altres","Titularitat privada",Festivals,4,"Festival de Murals de La Escocesa",25/9/2015,26/9/2015,850,,"La Escocesa",PROVISIONAL,
2015,Música,"Ajuntament de Barcelona",Festivals,20,"Festival de Música als Parcs",10/6/2015,4/9/2015,15425,,"Diversos espais de la ciutat","Ajuntament de Barcelona",
2015,"Arts escèniques","Titularitat privada",Festivals,6,"Festival de Titelles de Barcelona",21/3/2015,22/3/2015,3444,,"Poble Espanyol","PEMSA SAU",
2015,Lletres,"Titularitat privada",Festivals,8,"Festival del Llibre d'Artista i la Petita Edició",15/4/2015,7/5/2015,,,"Diversos espais de la ciutat",ILDE,
2015,Música,"Titularitat privada",Festivals,16,"Festival del Mil·lenni",1/1/2015,25/4/2015,32700,,"Diversos espais de la ciutat","Concert Studio",
2015,Música,"Titularitat privada",Festivals,17,"Festival del Mil·lenni",18/11/2015,31/12/2015,10197,,"Diversos espais de la ciutat","Concert Studio",
2015,"Arts escèniques","Titularitat privada",Festivals,11,"Festival elPetit",7/11/2015,22/11/2015,1750,,"Mercat de les Flors",Imaginart,
2015,Música,"Ajuntament de Barcelona",Festivals,15,"Festival Flamenco Nou Barris",3/7/2015,4/7/2015,,,"Pati de la Seu del Districte Nou Barris","Assoc. Promotora per a la Fundació Catalunya Arte Flamenco",
2015,Música,"Titularitat privada",Festivals,28,"Festival Folk Internacional Tradicionàrius",9/1/2015,27/3/2015,10000,,"Centre Artesà Tradicionàrius  ","Assoc. Cultural TRAM",
2015,Audiovisuals,"Titularitat privada",Festivals,13,"Festival In-Edit",29/10/2015,8/11/2015,31500,,"Aribau Club i Aribau Multicines Sala 5","Inedit Producciones",
2015,Audiovisuals,"Titularitat privada",Festivals,3,"Festival Inclús",2/12/2015,6/12/2015,1185,,"Diversos espais de la ciutat","Assoc. Inclús",
2015,Música,"Titularitat privada",Festivals,3,"Festival Internacional de Boleros",23/5/2015,28/6/2015,2500,,"Diversos espais de la ciutat","Comunicamanagers & Mas i Mas",
2015,Música,"Titularitat privada",Festivals,50,"Festival Internacional de Cant Coral a Barcelona",6/7/2015,12/7/2015,2500,,"Diversos espais de la ciutat","Federació Catalana d'Entitats Corals",
2015,Audiovisuals,"Titularitat privada",Festivals,5,"Festival Internacional de cine Nunes",9/12/2015,19/12/2015,,,"Cinemes Girona",A.I.P.D.A.,
2015,Audiovisuals,"Titularitat privada",Festivals,15,"Festival Internacional de Cinema Gai i Lèsbic de Barcelona",23/10/2015,31/10/2015,3112,,"Filmoteca de Catalunya i Casa Amèrica de Catalunya","Assoc. Cultural FICGLB",
2015,"Multidisciplinaris i altres","Titularitat privada",Festivals,5,"Festival Internacional de Música i Dansa Tradicional al Poble-sec",16/7/2015,21/7/2015,4000,,"Diversos espais de la ciutat","GID Renaixença",
2015,"Arts escèniques","Titularitat privada",Festivals,11,"Festival Internacional de Putxinel·lis d'Hivern",4/12/2015,31/12/2015,980,,"La Puntual","Teatre La Puntual SL",
2015,Música,"Titularitat privada",Festivals,3,"Festival Jardins de Pedralbes",8/6/2015,10/7/2015,28000,,"Jardins del Palau Reial de Pedralbes","Concert Studio",
2015,Música,"Titularitat privada",Festivals,25,"Festival l'Hora del Jazz. Memorial Tete Montoliu",6/9/2015,30/9/2015,6295,,"Diversos espais de la ciutat","Assoc. de Músics de Jazz i Música Moderna de Catalunya",
2015,Música,"Titularitat privada",Festivals,20,"Festival LEM",16/10/2015,31/10/2015,1646,,"Diversos espais de la ciutat","Gràcia Territori Sonor",
2015,"Multidisciplinaris i altres","Titularitat privada",Festivals,4,"Festival Mixtur",23/4/2015,26/4/2015,660,,"Fabra i Coats i Fundació Tàpies","Assoc. Col·lectiu Mixtur",
2015,Música,"Titularitat privada",Festivals,26,"Festival MPB. Festival de Música Popular de Barcelona",19/10/2015,20/11/2015,8500,,"Diversos espais de la ciutat","Zingaria Produccions SL",
2015,"Arts escèniques","Titularitat privada",Festivals,3,"Festival Rei de la Màgia",16/4/2015,19/4/2015,990,,"Teatre Museu. Rei de la Màgia","El rei de la màgia",
2015,"Arts escèniques","Consorci o fundació amb presència administracions públiques",Festivals,4,"Festival Sâlmon d'Arts Vives de Barcelona",26/11/2015,5/12/2015,3603,,"Diversos espais de la ciutat","Mercat de les Flors i Graner",
2015,Música,"Titularitat privada",Festivals,3,"Festival Talent",25/6/2015,30/9/2015,1450,,"Diversos espais de la ciutat","Taller de Músics",
2015,"Multidisciplinaris i altres","Titularitat privada",Festivals,2,"Festival Vèrtex BCN",12/12/2015,14/12/2015,,,"Diversos espais de la ciutat","Qadar Produccions Culturals",
2015,"Arts visuals","Titularitat privada",Fires,,"Fira d'Art Modern i Antic de Barcelona",4/3/2015,8/3/2015,,,"Reial Drassanes de Barcelona",.,
2015,Lletres,"Titularitat privada",Fires,64,"Fira del Llibre d'Ocasió Antic i Modern",18/9/2015,4/10/2015,,,"Passeig de Gràcia","Gremi de Llibreters de Vell de Catalunya",
2015,Lletres,"Titularitat privada",Festivals,5,"Flic. Festival de literatures i arts infantil i juvenil",1/1/2015,28/2/2015,,,"Diversos espais de la ciutat","Assoc. Tantàgora Serveis Culturals",
2015,Lletres,"Titularitat privada",Festivals,6,"Flic. Festival de literatures i arts infantil i juvenil",1/12/2015,31/12/2015,,,"Diversos espais de la ciutat","Assoc. Tantàgora Serveis Culturals",
2015,Audiovisuals,"Titularitat privada",Festivals,10,"Flux. Festival de Vídeo d'Autor",23/2/2015,31/12/2015,3000,,"Arts Santa Mònica i Antic Teatre","Habitual Video Team",
2015,Audiovisuals,"Consorci o fundació amb presència administracions públiques",Festivals,13,Gandules,4/8/2015,21/8/2015,5293,,CCCB,CCCB,
2015,Lletres,"Titularitat privada",Festivals,3,"GRAF. Còmic d'autor i edició independent",22/5/2015,23/5/2015,1400,,"Fabra i Coats",GRAF,
2015,"Multidisciplinaris i altres","Ajuntament de Barcelona",Festivals,39,"Grec Festival de Barcelona",1/7/2015,31/7/2015,88556,,"Diferents espais","Institut de Cultura. Ajuntament de Barcelona",
2015,Música,"Titularitat privada",Festivals,26,"Guitar Bcn",13/2/2015,25/7/2015,28008,,"Diversos espais de la ciutat","The Project Music Company",
2015,Música,"Titularitat privada",Festivals,,"Hard Rock Rising Barcelona",24/7/2015,25/7/2015,,,"Platja del Fòrum i Parc de la Pau","Live Nation",
2015,"Multidisciplinaris i altres","Titularitat privada",Festivals,12,"Hipnotik Festival",1/10/2015,3/10/2015,3000,,,"Hipnotik Factory",
2015,"Multidisciplinaris i altres","Titularitat privada",Festivals,5,"IDN. Imatge, Dansa i Nous Mitjans",26/2/2015,1/3/2015,1821,,"Mercat de les Flors","Assoc. NU2'S i Mercat de les Flors",
2015,Audiovisuals,"Titularitat privada",Festivals,7,"ImagineIndia Film Festival Barcelona",5/9/2015,31/10/2015,,,"Cinemes Girona","Asian Films",
2015,"Multidisciplinaris i altres","Titularitat privada",Festivals,2,"INFLUX Festival. Vídeo a Escena",21/11/2015,29/11/2015,300,,"Antic Teatre","Habitual Video Team",
2015,Música,"Titularitat privada",Festivals,2,"Jazzing Festival",18/9/2015,26/9/2015,10000,,"Diversos espais de la ciutat","Assoc. Sant Andreu Jazz Band i Dte. de Sant Andreu",
2015,Lletres,"Consorci o fundació amb presència administracions públiques",Festivals,8,Kosmòpolis,18/3/2015,22/3/2015,8900,,CCCB,CCCB,
2015,Audiovisuals,"Titularitat privada",Festivals,22,"L'Alternativa. Festival de Cinema Independent de Barcelona",16/11/2015,22/11/2015,13500,,"Diversos espais de la ciutat","La Fàbrica de Cinema Alternatiu de Barcelona",
2015,"Multidisciplinaris i altres","Titularitat privada",Festivals,1,"L'Art impossible",14/2/2015,14/2/2015,,,"Mercat de les Flors",.,
2015,Música,"Titularitat privada",Festivals,11,"La Pedrera Jazz",19/6/2015,12/9/2015,6771,,"La Pedrera","Fundació Catalunya - La Pedrera",
2015,Música,"Titularitat privada",Festivals,2,"Lapsus Festival",11/4/2015,11/4/2015,700,,CCCB,"Lapsus Arts, SL",
2015,Música,"Titularitat privada",Festivals,3,"LIED Festival Victoria de los Ángeles",20/11/2015,29/11/2015,1200,,"Recinte Modernista de Sant Pau i ESMUC","Fund. Victoria de los Ángeles",
2015,Lletres,"Titularitat privada",Festivals,11,"Literaldia. L'Euskal Herria d'avui, en la literatura",9/4/2015,9/5/2015,1000,,"Diversos espais de la ciutat","Centre Cultural Euskal Etxea Barcelona",
2015,Música,"Titularitat privada",Festivals,1,LiveSoundtracks,24/4/2015,25/4/2015,1000,,"Convent dels Angels",LiveSoundTracks,
2015,"Multidisciplinaris i altres","Ajuntament de Barcelona",Festivals,4,"Llum BCN",6/2/2015,8/2/2015,,,"Diversos espais de la ciutat","Institut de Cultura. Ajuntament de Barcelona",
2015,"Arts visuals","Titularitat privada",Fires,13,"Loop Fair",4/6/2015,6/6/2015,6000,,"Hotel Catalonia","Screen Projects S.L.",
2015,"Arts visuals","Titularitat privada",Festivals,13,"Loop Festival",28/5/2015,4/6/2015,135000,,"Diversos espais de la ciutat","Screen Projects S.L.",
2015,"Arts escèniques","Titularitat privada",Festivals,6,"Màgicus. Festival de Màgia Jove de Barcelona",16/10/2015,25/10/2015,750,,"Diversos espais de la ciutat","Lluïsos de Gràcia",
2015,Música,"Titularitat privada",Festivals,32,"Maig Coral del Barcelonès",1/5/2015,31/5/2015,700,,"Recinte Modernista de Sant Pau i Esglèsia de Sant Gaietà","Federació Catalana d'Entitats Corals",
2015,Lletres,"Titularitat privada",Fires,21,"Manga Barcelona",29/10/2015,1/11/2015,137000,,"Fira de Barcelona. Montjuïc",Ficòmic,
2015,Audiovisuals,Mixta,Festivals,27,"Marató de Cinema Fantàstic i de Terror de Sants",9/11/2015,14/11/2015,2268,,"Centre Cívic Cotxeres de Sants","Aj. de BCN i Secretariat d'Entitats de Sants, Hostafrancs i la Bordeta",
2015,Música,"Titularitat privada",Festivals,13,"Mas i Mas Festival",29/7/2015,1/9/2015,34800,,"Diversos espais de la ciutat","Pelaimas, SL",
2015,Audiovisuals,"Titularitat privada",Festivals,6,"Mecal Air",5/6/2015,16/10/2015,10400,,"Poble Espanyol i Fàbrica Moritz","Assoc.  Mecal",
2015,Audiovisuals,"Altres administracions públiques",Festivals,1,"Mecal Rooftop",4/5/2015,3/9/2015,150,,"Hotel Silken Diagonal Barcelona","Assoc.  Mecal",
2015,Audiovisuals,"Titularitat privada",Festivals,17,"Mecal. Festival Internacional de Curtmetratges de Barcelona",11/3/2015,19/4/2015,14700,,"Diversos espais de la ciutat","Assoc.  Mecal",
2015,"Arts escèniques","Ajuntament de Barcelona",Festivals,6,"Mercè Arts de Carrer. MAC",18/9/2015,24/9/2015,484805,,,"Institut de Cultura. Ajuntament de Barcelona",
2015,Música,"Titularitat privada",Festivals,20,"Minifestival de Música i Cultura Independent de Barcelona",14/1/2015,27/2/2015,850,,"Diversos espais de la ciutat","Assoc.  Minifestival de Música Independent",
2015,"Multidisciplinaris i altres","Titularitat privada",Festivals,5,MIRA,30/10/2015,7/11/2015,4700,,"Diversos espais de la ciutat","NEW MEDIA ARTS S.L",
2015,Audiovisuals,"Titularitat privada",Festivals,5,"MIRADOCS. Barcelona Mirades Documentals",14/1/2015,23/1/2015,,,"Casa Elizalde","Cineclub Barcelona Espai de Cinema",
2015,Lletres,"Ajuntament de Barcelona",Festivals,11,"Món Llibre",18/4/2015,19/4/2015,25000,,"Diversos espais de la ciutat","Institut de Cultura. Ajuntament de Barcelona",
2015,Audiovisuals,"Titularitat privada",Festivals,1,"Moritz Feed Dog",14/5/2015,17/5/2015,3400,,"Aribau Club","Inedit Producciones",
2015,Audiovisuals,"Titularitat privada",Festivals,4,"Mostra de Cinema Italià de Barcelona. MCIB",11/12/2015,17/12/2015,,,"Cinemes Verdi","Istituto Luce Cinecittà",
2015,Audiovisuals,"Titularitat privada",Festivals,14,"Mostra de Curtmetratges Dr. Mabuse",7/6/2015,20/6/2015,,,,"La Jarra Azul",
2015,"Arts escèniques","Titularitat privada",Festivals,20,"Mostra de Teatre de Barcelona",5/10/2015,3/11/2015,1049,,"Teatre del Raval",Artípolis,
2015,Audiovisuals,"Titularitat privada",Festivals,20,"Mostra FIRE!! de cinema LGTBI de Barcelona",7/7/2015,12/7/2015,6812,,"Diversos espais de la ciutat","Casal Lambda",
2015,Audiovisuals,"Titularitat privada",Festivals,23,"Mostra Internacional de Films de Dones de Barcelona",23/4/2015,11/12/2015,6089,,"Diversos espais de la ciutat","Drac Màgic. Cooperativa de Promoció de Mitjans Audiovisuals",
2015,"Arts escèniques","Titularitat privada",Festivals,10,"Mostra Laboratori d'Arts Escèniques Tísner",1/10/2015,4/10/2015,478,,"Diversos espais de la ciutat","Centre Cívic Cotxeres Borrell",
2015,Lletres,"Titularitat privada",Festivals,6,"Munt de Mots. Festival de Narració Oral de Barcelona",19/10/2015,24/10/2015,2000,,"Diversos espais de la ciutat","Assoc.  Munt de Paraules",
2015,Música,"Titularitat privada",Festivals,7,"MUTEK Barcelona",2/3/2015,5/3/2015,,,"Diversos espais de la ciutat","Assoc. MUTEK.es",
2015,"Arts escèniques","Titularitat privada",Festivals,2,"NanoTeatre, teatre lowcost a la Vila de Gràcia",11/4/2015,2/5/2015,1241,,"Lluïsos de Gràcia","Lluïsos de Gràcia",
2015,Audiovisuals,"Titularitat privada",Festivals,2,"NonStop Barcelona Animació",20/5/2015,24/5/2015,2500,,"Diversos espais de la ciutat","Assoc. Art NonStop",
2015,"Arts escèniques","Titularitat privada",Festivals,15,"Novembre Vaca",5/11/2015,27/11/2015,,,"Diversos espais de la ciutat","Projecte Vaca",
2015,"Arts escèniques","Titularitat privada",Festivals,4,"Noves Escenes, Noves Mirades",4/2/2015,4/3/2015,484,,"La Pedrera","Fundació Catalunya - La Pedrera",
2015,"Multidisciplinaris i altres","Titularitat privada",Festivals,7,"nunOff. Festival de Creació Emergent de Barcelona",20/7/2015,25/7/2015,2000,,"Claustre de l'Oratori de Sant Felip Neri",nunArt,
2015,"Multidisciplinaris i altres","Titularitat privada",Festivals,15,OFFF,28/5/2015,30/5/2015,3500,,"Museu del Disseny","99 Produccions S.L.",
2015,"Arts visuals","Titularitat privada",Festivals,5,"OjodePez Photo Meeting Barcelona",15/7/2015,17/7/2015,,,"La Virreina Centre de la Imatge","La Fàbrica i La Virreina Centre de la Imatge",
