Any,Ambit,Titularitat,Tipus,Edicio,NomDelFestival,DataInici,DataFi,Assistents_a_Barcelona,Assistents_fora_de_Barcelona,Espai,Organitzador,Notes_Dades
2020,Audiovisuals,"Titularitat privada",Festivals,7,CineMigrante,13/10/2020,18/10/2020,,,"Diversos espais de la ciutat i Online","Fundaciò Gunè. Co-colaboracion INCAA, UNSaM, OIM i ACNUR.","Presencial i en línia - Sense dades"
2020,"Arts escèniques","Ajuntament de Barcelona",Festivals,21,Circorts,16/10/2020,18/10/2020,,,"Carrer Benavent / Plaza de las Ceramicas Vicens","Ajuntament de Barcelona",Presencial
2020,"Multidisciplinaris i altres",Mixta,Festivals,6,Cìtric,9/2/2020,27/2/2020,,,"Ateneu Popular 9 Barris","Ateneu Popular 9 Barris",Presencial
2020,Música,"Titularitat privada",Festivals,27,"Ciutat Flamenco",24/10/2020,27/12/2020,928,,"Diversos espais de la ciutat","Fundació Privada Taller de Músics",Presencial
2020,"Multidisciplinaris i altres","Titularitat privada",Festivals,1,"Cruïlla XXS",1/7/2020,7/8/2020,39156,,"Diversos espais de la ciutat","Barcelona Events Musicals",Presencial
2020,Audiovisuals,"Titularitat privada",Festivals,10,"D'A Film Festival Barcelona",30/4/2020,10/5/2020,,,Online,Noucinemart,"En línia - Sense dades"
2020,"Arts visuals","Titularitat privada",Festivals,4,"DART- Festival de Cinema Documental ",26/11/2020,15/12/2020,300,,"Cinemes Girona i online","Associació Cultural Dart","A banda del públic presencial, van registrar-se 76.500 usuaris en línia "
2020,"Multidisciplinaris i altres","Ajuntament de Barcelona",Festivals,9,"DAU Barcelona",14/11/2020,15/11/2020,,,Online,"Institut de Cultura. Ajuntament de Barcelona","Va celebrar-se únicament en format virtual amb 10.110 usuaris"
2020,Música,"Titularitat privada",Festivals,5,"DescoNNecta. Mostra de Música Jove",17/10/2020,19/12/2020,100,,"Lluïsos de Gràcia i Online","Lluïsos de Gràcia","A banda del públic presencial, van registrar-se 1.500 usuaris en línia "
2020,Audiovisuals,"Titularitat privada",Festivals,23,DocsBarcelona,19/5/2020,31/5/2020,,,Online,Parallel40,"Va celebrar-se únicament en format virtual amb 130.000 usuaris"
2020,"Arts visuals","Titularitat privada",Festivals,24,"Drap-Art. Festival Internacional de Reciclatge Artístic de Catalunya",11/12/2020,31/12/2020,1880,70,"Diversos espais de la ciutat",Drap-Art,"A banda del públic presencial, van registrar-se 4.000 usuaris en línia "
2020,Audiovisuals,"Titularitat privada",Festivals,8,"El dia més curt",19/12/2020,19/12/2020,,,"CCCB i Online","Catalunya Film Festivals i Marvin&Wayne ","Presencial i en línia - Sense dades"
2020,Audiovisuals,"Titularitat privada",Festivals,13,"El Meu Primer Festival",13/11/2020,4/12/2020,670,1265,"Diversos espais de la ciutat i Online","Associació Cultural MODIband","A banda del públic presencial, van registrar-se 71.776 usuaris en línia "
2020,Música,"Altres administracions públiques",Festivals,16,"Els vespres a la UB",16/7/2020,16/7/2020,20,,"Jardins Edifici Històric i Online","Universitat de Barcelona","A banda del públic presencial, van registrar-se 200 usuaris en línia "
2020,Música,"Altres administracions públiques",Festivals,5,"Els vespres d'hivern",7/2/2020,28/2/2020,,,"Paranimf Edifici Històric UB","Universitat de Barcelona","Presencial - Sense dades"
2020,"Multidisciplinaris i altres","Ajuntament de Barcelona",Festivals,10,Endorfines,16/7/2020,30/7/2020,,,"Centre Cultural la Farinera del Clot ","Centre Cultural La Farinera del Clot","Presencial - Sense dades"
2020,"Arts escèniques","Titularitat privada",Festivals,19,"Escena Poblenou",22/10/2020,25/10/2020,2500,,"Diversos espais de la ciutat i Online","Associació Festival de Creació Contemporània del Poblenou","A banda del públic presencial, van registrar-se 20 usuaris en línia "
2020,"Arts visuals","Titularitat privada",Festivals,7,"European Creativity Festival",6/11/2020,7/11/2020,,,Online,"Arts Directors Club of Europe (ADCE)","Va celebrar-se únicament en format virtual amb 484 usuaris"
2020,"Arts visuals","Titularitat privada",Festivals,28,"Fem Art",2/10/2020,31/12/2020,250,,"Ca La Dona i online","Col·lectiu FemArt","A banda del públic presencial, van registrar-se 600 usuaris en línia - Data de finalització 14/01/2021"
2020,Música,"Ajuntament de Barcelona",Festivals,3,"FemPop, el festival que no vol existir",19/9/2020,19/9/2020,,,"Castell de Montjuïc","Castell de Montjuïc","Presencial - Sense dades"
2020,Lletres,"Titularitat privada",Festivals,6,"Festival Alcools. Poesia en escena (Gener - Maig)",1/1/2020,3/3/2020,,,"Sala Beckett","Fundació Sala Beckett / Obrador Internacional de Dramatúrgia i la Institució de les Lletres Catalanes","Presencial - Data d'inici 08/10/2019"
2020,Audiovisuals,"Titularitat privada",Festivals,11,"Festival Antic Horror Picture Show",31/10/2020,31/10/2020,,,Online,"Antic Teatre i Guillem Puig","Va celebrar-se únicament en format virtual amb 51 usuaris"
2020,Audiovisuals,"Ajuntament de Barcelona",Festivals,17,"Festival Barcelona VisualSound",9/12/2020,18/12/2020,103,,"Espais Joves (EJ Boca Nord, EJ La Bàscula, EJ Garcilaso) i Online","Departament de Joventut, Ajuntament de Barcelona","A banda del públic presencial, van registrar-se 698 usuaris en línia"
2020,Música,"Ajuntament de Barcelona",Festivals,10,"Festival Brot",17/12/2020,31/12/2020,,,"Espais Joves: Espai Jove La Fontana i Espai Jove Les Basses i Online","Departament de Joventut, Ajuntament de Barcelona","A banda del públic presencial, van registrar-se 511 usuaris en línia - Data de finalització 22/03/2021"
2020,Música,"Titularitat privada",Festivals,6,"Festival Cara - B",14/2/2020,15/2/2020,,,"Fabra i Coats: Fàbrica de Creació","Associació Isla Elefante Projectes Culturals","Presencial - Sense dades"
2020,"Arts escèniques","Ajuntament de Barcelona",Festivals,16,"Festival Dansat",22/10/2020,30/10/2020,,,"SAT! sant Andreu Teatre","SAT! sant Andreu Teatre","Presencial - Sense dades"
2020,Música,"Titularitat privada",Festivals,18,"Festival de Blues de Barcelona",1/7/2020,12/7/2020,,,"Pati de la Seu del Districte de Nou Barris i Online","Associació Capibola Blues","Presencial i en línia - Sense dades"
2020,Audiovisuals,"Titularitat privada",Festivals,17,"Festival de Cinema i Drets Humans de Barcelona",1/12/2020,31/12/2020,1000,2000,Online,"Drets en acció","A banda del públic presencial, van registrar-se 31.756 usuaris en línia - Data de finalització 07/03/2021"
2020,Audiovisuals,"Titularitat privada",Festivals,22,"Festival de Cinema Jueu de Barcelona",11/9/2020,30/9/2020,2000,,"Filmoteca de Catalunya","Ass- Festival de Cinema Jueu de Barcelona",Presencial
2020,"Multidisciplinaris i altres","Titularitat privada",Festivals,18,"Festival de Cultura Raval(s)",5/11/2020,8/11/2020,,,Online,"Fundació Tot Raval","Va celebrar-se únicament en format virtual amb 450 usuaris"
2020,Música,"Ajuntament de Barcelona",Festivals,25,"Festival de Música als Parcs",4/8/2020,27/8/2020,2500,,"Jardins de Joan Maragall i Park Güell","Ajuntament de Barcelona",Presencial
2020,"Arts escèniques","Titularitat privada",Festivals,11,"Festival de Titelles de Barcelona",3/10/2020,4/10/2020,1870,,"Poble Espanyol de Barcelona","Poble Espanyol ",Presencial
2020,Música,"Titularitat privada",Festivals,21,"Festival del Mil·lenni",1/1/2020,31/12/2020,,,"Diversos espais de la ciutat","Concert Studio","Covid-19: la 21a edició del festival es va iniciar l'octubre de 2019. Els concerts suspesos per la pandèmia es van traslladar al darrer terç de l'any i el festival es va allargar fins desembre de 2020 de manera excepcional."
2020,"Arts escèniques","Titularitat privada",Festivals,15,"Festival elPetit",14/11/2020,29/11/2020,,,"Diversos espais de la ciutat i Online","Rialles espectacles Infantils i juvenils","Presencial i en línia - Sense dades"
2020,Música,"Consorci o fundació amb presència administracions públiques",Festivals,4,"Festival Emergents Barcelona",8/3/2020,17/3/2020,,,L'Auditori,"Consorci de l'Auditori i l'Orquestra",Presencial
2020,Música,"Titularitat privada",Festivals,33,"Festival Folk Internacional Tradicionàrius",10/1/2020,3/4/2020,,,"CAT Centre Artesà Tradicionàrius","Associació Cultural per la Tradició Musical TRAM",Presencial
2020,Audiovisuals,"Titularitat privada",Festivals,18,"Festival In-Edit",29/10/2020,8/11/2020,,,Online,"Inedit Produccions","Va celebrar-se únicament en format virtual amb 30.000 usuaris"
2020,Audiovisuals,"Titularitat privada",Festivals,8,"Festival Inclús",24/11/2020,6/12/2020,646,,"CaixaForum i Online","Associació Inclús","A banda del públic presencial, van registrar-se 22.433 usuaris en línia"
2020,Música,"Titularitat privada",Festivals,55,"Festival Internacional de Cant Coral a Barcelona",6/7/2020,31/12/2020,,,Online,"Federació catalana d'entitats corals","Va celebrar-se únicament en format virtual amb 1.740 usuaris - Data de finalització 12/02/2021"
2020,Audiovisuals,"Titularitat privada",Festivals,4,"Festival Internacional de Cine de Barcelona - Sant Jordi",25/6/2020,2/7/2020,,,"Cinemes Verdi i online","ESPECTARAMA S.A.","Presencial i en línia - Sense dades"
2020,Audiovisuals,"Titularitat privada",Festivals,10,"Festival Internacional de cine Nunes",15/12/2020,19/12/2020,,,,A.I.P.D.A,Presencial
2020,Música,"Titularitat privada",Festivals,2,"Festival Internacional de Guitarra ""Ferran Sor""",14/9/2020,19/9/2020,,,Online,"Societat Sor de Barcelona","Va celebrar-se únicament en format virtual amb 20.356 usuaris"
2020,"Arts escèniques","Titularitat privada",Festivals,15,"Festival Internacional de Putxinel·lis d'Hivern",24/1/2020,1/3/2020,920,,"La Puntual","La Puntual S.L.",Presencial
2020,Música,"Titularitat privada",Festivals,8,"Festival Jardins de Pedralbes",9/7/2020,16/8/2020,20168,,"Jardins Pedralbes","Concert Studio",Presencial
2020,Música,"Titularitat privada",Festivals,30,"Festival l'Hora del Jazz. Memorial Tete Montoliu",19/9/2020,26/9/2020,,,"Fora de Barcelona","ASSOCIACIÓ DE MÚSICS DE JAZZ I MÚSICA MODERNA DE CATALUNYA (AMJM)","Presencial - Sense dades"
2020,Lletres,"Consorci o fundació amb presència administracions públiques",Festivals,4,"Festival Literatura en Trànsit",30/9/2020,3/10/2020,,,"Diversos espais de la ciutat","Biblioteques de Barcelona","Presencial - Sense dades"
2020,Música,"Consorci o fundació amb presència administracions públiques",Festivals,2,"Festival Llums d'Antiga",4/2/2020,16/2/2020,,,"Diversos espais de la ciutat","Consorci de l'Auditori i l'Orquestra","Presencial - Sense dades"
2020,"Multidisciplinaris i altres","Titularitat privada",Festivals,8,"Festival Matsuri",5/10/2020,5/10/2020,,,Online,"Asociación de Cultura Japonesa","En línia - Sense dades"
2020,Audiovisuals,Mixta,Festivals,26,"Festival Miniput",28/11/2020,28/11/2020,,,Online,"UPF, Blanquerna, UAB,
Tecnocampus, TV3, betevé, CCCB.","Va celebrar-se únicament en format virtual amb 600 usuaris"
2020,"Multidisciplinaris i altres","Titularitat privada",Festivals,9,"Festival Mixtur",10/9/2020,19/10/2020,278,,"Fabra i Coats: Fàbrica de Creació I Online","Associació Col·lectiu Mixtur","A banda del públic presencial, van registrar-se 200 usuaris en línia"
2020,"Arts escèniques","Titularitat privada",Festivals,11,"Festival Mutis. Festival de Teatre Independent de Barcelona",6/3/2020,15/3/2020,,,"Diversos espais de la ciutat","La Coquera Teatro","Presencial - Sense dades"
2020,"Arts escèniques","Titularitat privada",Festivals,4,"Festival Oui! de Théâtre en français",4/2/2020,16/2/2020,,,"Diversos espais de la ciutat","Mise en Lumière","Presencial - Sense dades"
2020,"Arts escèniques","Titularitat privada",Festivals,6,"Festival Pindoles",4/9/2020,6/9/2020,1800,,"Castell de Montjuïc","Associació Isla Elefante Projectes Culturals",Presencial
2020,"Arts escèniques","Consorci o fundació amb presència administracions públiques",Festivals,8,"Festival Sâlmon d'Arts Vives de Barcelona",30/1/2020,16/2/2020,5147,,"Diversos espais de la ciutat","Mercat de les flors - ICUB - Graner",Presencial
2020,Música,"Titularitat privada",Festivals,7,"Festival Talent",15/7/2020,23/9/2020,324,526,"Diversos espais de la ciutat","Fundació Privada Taller de Músics",Presencial
2020,"Multidisciplinaris i altres","Ajuntament de Barcelona",Festivals,4,"Festival Tangent",16/9/2020,27/10/2020,652,,"Diversos centres cívics de l'Eixample","Direcció de Serveis a les Persones i Territori de l'Eixample. Ajuntament Barcelona. ","A banda del públic presencial, van registrar-se 157 usuaris en línia"
2020,Audiovisuals,"Titularitat privada",Festivals,3,"Festival Wallay!",24/11/2020,6/12/2020,,,"Diversos espais de la ciutat i online","Catalunya Film Festivals","Presencial i en línia - Sense dades"
2020,"Arts escèniques","Ajuntament de Barcelona",Festivals,17,"Fica't al SAT!",17/1/2020,13/3/2020,,,"SAT! sant Andreu Teatre","SAT! sant Andreu Teatre","Presencial - Sense dades"
2020,"Arts visuals","Titularitat privada",Fires,6,"Fira d'Art Modern i Antic de Barcelona",4/3/2020,9/3/2020,,,"Reials Drassanes de Barcelona",-1,"Presencial - Sense dades"
2020,Lletres,"Titularitat privada",Fires,69,"Fira del Llibre d'Ocasió Antic i Modern",18/9/2020,4/10/2020,,,"Passeig de Gràcia de Barcelona",-1,"Presencial - Sense dades"
2020,Audiovisuals,"Titularitat privada",Festivals,11,"Flux. Festival de Vídeo d'Autor",8/2/2020,7/12/2020,325,,"Antic Teatre (sala)","Habitual Video Team",Presencial
2020,"Multidisciplinaris i altres","Ajuntament de Barcelona",Festivals,44,"Grec Festival de Barcelona",30/6/2020,31/7/2020,23572,,"Diversos espais de la ciutat","Institut de Cultura. Ajuntament de Barcelona","A banda del públic presencial, van registrar-se 145.000 usuaris en línia"
2020,Música,"Ajuntament de Barcelona",Festivals,17,"Guineueta Lliure i Tropical",18/7/2020,18/7/2020,,,"Casal de Joves Guineueta","Casal de Joves Guineueta","Presencial - Sense dades"
2020,Música,"Titularitat privada",Festivals,31,"Guitar Bcn",25/1/2020,13/12/2020,35888,,"Diversos espais de la ciutat i Online","The Project Music Company, S.L.","A banda del públic presencial, van registrar-se 8.905 usuaris en línia"
2020,"Multidisciplinaris i altres","Titularitat privada",Festivals,10,"HOP Festival. Festival de Danses Urbanes",4/9/2020,23/12/2020,1274,500,"Diversos espais de la ciutat i Online","ASSOCIACIÓ EL GENERADOR ART I CREACIÓ CULTURAL","A banda del públic presencial, van registrar-se 21.596 usuaris en línia"
2020,Audiovisuals,"Titularitat privada",Festivals,13,"IndiFest Festival de Cinema Indígena de Barcelona",8/10/2020,12/10/2020,,,Online,"Alternativa Intercanvi amb Pobles Indígenes","Va celebrar-se únicament en format virtual amb 12.457 usuaris"
2020,"Multidisciplinaris i altres","Titularitat privada",Festivals,7,"INFLUX Festival. Vídeo a Escena",26/11/2020,29/11/2020,125,,"Antic Teatre","HABITUAL VIDEO TEAM",Presencial
2020,"Arts visuals","Titularitat privada",Festivals,1,"International Festival on Experimental Photography",16/1/2020,18/1/2020,810,,"Centre Cívic Pati Llimona",Experimentalphotofestival,Presencial
2020,Música,"Titularitat privada",Fires,2,"Jazz I am",9/12/2020,11/12/2020,,,Online,"Fundació Privada Taller de Músics","Va celebrar-se únicament en format virtual amb 313 usuaris"
2020,Música,"Titularitat privada",Festivals,7,"Jazzing Festival",4/9/2020,6/9/2020,,,"Fabra i Coats: Fàbrica de Creació I Online","Assoc. Sant Andreu Jazz Band","Presencial i en línia - Sense dades"
2020,"Arts visuals","Titularitat privada",Fires,12,Joya,19/9/2020,1/11/2020,,,"Artesania Catalunya","Le Departement Interiors SL.","Presencial - Sense dades"
2020,"Multidisciplinaris i altres","Titularitat privada",Festivals,3,"Kronos Art BCN",10/10/2020,18/10/2020,3974,,"Arts Santa Mònica","Asociación Ant cultura y arte 2018","A banda del públic presencial, van registrar-se 800 usuaris en línia"
2020,Audiovisuals,"Titularitat privada",Festivals,27,"L'Alternativa. Festival de Cinema Independent de Barcelona",16/11/2020,29/11/2020,,,Online,"Associació La Fàbrica de Cinema Alternatiu de Barcelona","En línia - Sense dades"
2020,"Arts escèniques","Titularitat privada",Festivals,6,"L'Altre Festival",24/7/2020,24/7/2020,,,"Fabra i Coats: Fàbrica de Creació","Associació Socio Cultural L'Altre Festival",Presencial
2020,Música,"Ajuntament de Barcelona",Festivals,4,"L'Estiu, al Pati!",12/7/2020,26/7/2020,,,"Pati de la seu del districte de Nou Barris","Ajuntament de Barcelona",Presencial
2020,Audiovisuals,"Titularitat privada",Festivals,2,"La GRAN Pantalla",7/7/2020,17/7/2020,88,,"Cinemes Girona i Online",elParlante,"A banda del públic presencial, van registrar-se 10.120 usuaris en línia"
2020,Audiovisuals,"Titularitat privada",Festivals,8,"La mida no importa. Festival Internacional de Curtmetratges al Raval",23/1/2020,25/1/2020,721,,"Auditori MACBA","Ass. SLOWCUrT i Casal de Barri Folch i Torres ",Presencial
2020,"Arts escèniques","Ajuntament de Barcelona",Festivals,2,"La Regadora. Festivalet de clown i teatre de carrer",1/7/2020,13/10/2020,156,,"Espai de carrer, al costat del Centre Civic. L'espai entre els edificis del CC i el continuo. Online","Centre Cívic Besòs","A banda del públic presencial, van registrar-se 120 usuaris en línia"
2020,Lletres,"Titularitat privada",Festivals,4,"La setmana de l'àlbum",6/11/2020,15/11/2020,,,Online,"Associació ¡Âlbum! ","Va celebrar-se únicament en format virtual amb 2.000 usuaris"
2020,"Multidisciplinaris i altres","Titularitat privada",Festivals,25,"La Setmana de la Ciència ",14/11/2020,29/11/2020,9020,7380,"Diversos espais de la ciutat i Online","Fundació Recerca","A banda del públic presencial, van registrar-se 23.600 usuaris en línia"
2020,Lletres,"Titularitat privada",Fires,,Liber,27/10/2020,29/10/2020,,,Online,"Fed.gremio editories España","En línia - Sense dades"
2020,Música,"Titularitat privada",Festivals,8,"LIED Festival Victoria de los Ángeles",26/12/2020,26/12/2020,,,Online,"Fundació Victoria de los Ángeles","En línia - Sense dades"
2020,Lletres,"Titularitat privada",Fires,6,Literal,12/12/2020,13/12/2020,632,,"Fabra i Coats, Fàbrica de Creació i Online","Cultura 21 SCCL","A banda del públic presencial, van registrar-se 671 usuaris en línia"
2020,"Multidisciplinaris i altres","Ajuntament de Barcelona",Festivals,9,"Llum BCN",14/2/2020,16/2/2020,200000,,"Diversos espais del Poblenou","Institut de Cultura. Ajuntament de Barcelona",Presencial
2020,"Arts visuals","Titularitat privada",Fires,18,"Loop Fair",17/11/2020,26/11/2020,,,"Museu d'Historia de Catalunya i Online","Screen Projec SL","Presencial i en línia - Sense dades"
2020,"Arts visuals","Titularitat privada",Festivals,18,"Loop Festival",10/11/2020,31/12/2020,2000,,"Diversos espais de la ciutat i Online","Screen Projec SL","A banda del públic presencial, van registrar-se 3.700 usuaris en línia - Data de finalització 26/02/2021"
2020,Audiovisuals,"Titularitat privada",Festivals,4,"Lychee Film Festival",18/11/2020,22/11/2020,,,,"Asociación de Cine de China y España, Slumber Film","Sense informació de format - Sense dades"
2020,"Arts escèniques","Titularitat privada",Festivals,11,"Màgicus. Festival de Màgia Jove de Barcelona",24/10/2020,25/10/2020,104,,"Lluïsos de Gràcia","Lluïsos de Gràcia",Presencial
2020,Música,"Titularitat privada",Festivals,37,"Maig Coral del Barcelonès",5/5/2020,26/5/2020,,,Online,"Federació Catalana d'Entitats Corals","En línia - Dates estimades d'acord a la informació de 2019"
2020,Lletres,"Titularitat privada",Fires,26,"Manga Barcelona",30/10/2020,1/11/2020,,,Online,"Federació d'Institucions Profesionals del Còmic","Va celebrar-se únicament en format virtual amb 105.762 usuaris"
2020,Audiovisuals,Mixta,Festivals,32,"Marató de Cinema Fantàstic i de Terror de Sants",9/11/2020,15/11/2020,,,Online,"Secretariat d'entitats i Ajuntament de Barcelona","En línia - Sense dades"
2020,Audiovisuals,"Titularitat privada",Festivals,22,"Mecal. Festival Internacional de Curtmetratges de Barcelona",13/3/2020,30/11/2020,,,Online,"Associació Mecal","Va celebrar-se únicament en format virtual amb 43.690 usuaris"
2020,"Arts escèniques","Ajuntament de Barcelona",Festivals,11,"Mercè Arts de Carrer. MAC",24/9/2020,27/9/2020,28972,,"Diversos espais de la ciutat","Institut de Cultura. Ajuntament de Barcelona",Presencial
2020,"Multidisciplinaris i altres","Ajuntament de Barcelona",Festivals,8,"Més que Muses. Cicle de Dones Creadores",16/1/2020,8/2/2020,,,"Centre  Cultural La Farinera del Clot  ","Centre  Cultural La Farinera del Clot  ",Presencial
2020,Música,"Titularitat privada",Festivals,25,"Minifestival de Música i Cultura Independent de Barcelona",18/1/2020,7/3/2020,,,"Espai Jove Les Basses i auditori FNAC L¿Illa","Associació Minifestival de Música independent de Barcelona",Presencial
