Any,Ambit,Titularitat,Tipus,Edicio,NomDelFestival,DataInici,DataFi,Assistents_a_Barcelona,Assistents_fora_de_Barcelona,Espai,Organitzador,Notes_Dades
2017,Audiovisuals,"Ajuntament de Barcelona",Festivals,20,"Mostra d'audiovisuals i fotografia de muntanya",4/3/2017,18/3/2017,1131,,"Centre cultural la Farinera del Clot","Centre cultural la Farinera del Clot, Agrupació Excursionista Icària,  Colla Excursionista La Senyer",
2017,Audiovisuals,"Titularitat privada",Festivals,5,"Mostra de Cinema Italià de Barcelona. MCIB",15/12/2017,19/12/2017,,,"Cines Verdi","Istituto Luce Cinecittà",
2017,Audiovisuals,"Titularitat privada",Festivals,16,"Mostra de Curtmetratges Dr. Mabuse",27/5/2017,17/6/2017,,,"Diversos espais de la ciutat","La Jarra Azul",
2017,"Arts escèniques","Titularitat privada",Festivals,22,"Mostra de Teatre de Barcelona",9/10/2017,25/10/2017,682,,"Teatre del Raval",Artípolis,
2017,Audiovisuals,"Titularitat privada",Festivals,22,"Mostra FIRE!! de cinema LGTBI de Barcelona",8/6/2017,18/6/2017,8324,,"Diversos espais de la ciutat","Casal Lambda",
2017,Audiovisuals,"Titularitat privada",Festivals,25,"Mostra Internacional de Films de Dones de Barcelona",1/3/2017,11/11/2017,5296,,"Diversos espais de la ciutat","Drac Màgic. Cooperativa de Promoció de Mitjans Audiovisuals",
2017,Lletres,"Titularitat privada",Festivals,8,"Munt de Mots. Festival de Narració Oral de Barcelona",16/10/2017,21/10/2017,1837,,"Diversos espais de la ciutat","Assoc.  Munt de Paraules",
2017,Música,"Titularitat privada",Festivals,8,"MUTEK Barcelona",11/2/2017,11/3/2017,5000,,"Diversos espais de la ciutat","Assoc. MUTEK.es",
2017,Audiovisuals,"Titularitat privada",Festivals,4,"NonStop Barcelona Animació",14/3/2017,19/3/2017,1475,,"Espai Santa Mónica","Assoc. Art NonStop",
2017,"Arts escèniques","Titularitat privada",Festivals,18,"Novembre Vaca",4/11/2017,3/12/2017,,,,"Projecte Vaca",
2017,"Arts escèniques","Titularitat privada",Festivals,6,"Noves Escenes, Noves Mirades",10/5/2017,31/5/2017,368,,"La Pedrera","Fundació Catalunya - La Pedrera",
2017,"Multidisciplinaris i altres","Titularitat privada",Festivals,9,"nunOff. Festival de Creació Emergent de Barcelona",10/7/2017,15/7/2017,1000,,"Claustre de l'Oratori de Sant Felip Neri",nunArt,
2017,"Multidisciplinaris i altres","Titularitat privada",Festivals,17,OFFF,6/4/2017,8/4/2017,4500,,"Museu del Disseny de Barcelona","99 Produccions S.L.",
2017,"Multidisciplinaris i altres","Titularitat privada",Festivals,1,"Palo Market Fest",28/4/2017,30/4/2017,16500,,"Fabra i Coats","Buganvillasomnis S.L.",
2017,Audiovisuals,"Ajuntament de Barcelona",Festivals,1,"Pantalla Barcelona",28/11/2017,30/1/2018,674,,,"Institut de Cultura. Ajuntament de Barcelona",
2017,"Multidisciplinaris i altres","Titularitat privada",Festivals,2,PedreraArtlab,9/3/2017,31/3/2017,870,,"Auditori i Sala Gaudí de La Pedrera","Fundació Catalunya - La Pedrera",
2017,"Arts visuals","Titularitat privada",Festivals,3,"Photogenic Festival",29/9/2017,8/10/2017,6000,,"Diversos espais de la ciutat","Assoc. Sobreàtic",
2017,Música,"Titularitat privada",Festivals,11,"Primavera Club",20/10/2017,22/10/2017,3500,,"Sala Apolo","Primavera Sound",
2017,Música,"Titularitat privada",Festivals,17,"Primavera Sound",31/5/2017,4/6/2017,208400,,"Diversos espais de la ciutat","Primavera Sound",
2017,"Multidisciplinaris i altres","Consorci o fundació amb presència administracions públiques",Festivals,6,"Primera Persona",12/5/2017,13/5/2017,1403,,CCCB,CCCB,
