Any,Ambit,Titularitat,Tipus,Edicio,NomDelFestival,DataInici,DataFi,Assistents_a_Barcelona,Assistents_fora_de_Barcelona,Espai,Organitzador,Notes_Dades
2018,Audiovisuals,"Titularitat privada",Festivals,2,"Lychee Film Festival",14/9/2018,21/9/2018,1950,,"Diversos espais de la ciutat","Asociación de Cine de China y España",
2018,"Arts escèniques","Titularitat privada",Festivals,9,"Màgicus. Festival de Màgia Jove de Barcelona",5/10/2018,7/10/2018,366,,"Lluïsos Teatre i diversos espais de la ciutat","Lluïsos de Gràcia",
2018,Música,"Titularitat privada",Festivals,35,"Maig Coral del Barcelonès",6/5/2018,3/6/2018,1000,,"Capella de Santa Àgata","Federació Catalana d'Entitats Corals",
2018,Lletres,"Titularitat privada",Fires,24,"Manga Barcelona",1/11/2018,4/11/2018,150000,,"Fira de Barcelona",Ficòmic,
2018,Audiovisuals,Mixta,Festivals,30,"Marató de Cinema Fantàstic i de Terror de Sants",12/11/2018,17/11/2018,,,"Centre Cívic Cotxeres de Sants","Aj. de BCN i Secretariat d'Entitats de Sants, Hostafrancs i la Bordeta",
2018,Música,"Ajuntament de Barcelona",Festivals,18,"Marrameu - Festival Jove de Nit d'Ànimes de la Guineueta",31/10/2018,31/10/2018,,,"Casal de Joves Guineueta","Casal de Joves de la Guineueta",
2018,Música,"Titularitat privada",Festivals,15,"Mas i Mas Festival",31/7/2018,31/8/2018,26998,,"Diversos espais de la ciutat","Pelaimas, SL",
2018,Audiovisuals,"Titularitat privada",Festivals,11,"Mecal Air",6/7/2018,15/9/2018,4000,,"Jardins d'Elisava i Fàbrica Moritz de Barcelona ","Assoc.  Mecal",
2018,Audiovisuals,"Titularitat privada",Festivals,20,"Mecal. Festival Internacional de Curtmetratges de Barcelona",15/3/2018,2/4/2018,15000,,"Diversos espais de la ciutat","Assoc.  Mecal",
2018,"Multidisciplinaris i altres","Consorci o fundació amb presència administracions públiques",Festivals,1,MemeFest,3/3/2018,3/3/2018,672,,CCCB,CCCB,
2018,"Arts escèniques","Ajuntament de Barcelona",Festivals,9,"Mercè Arts de Carrer. MAC",21/9/2018,24/9/2018,290522,,"Diversos espais de la ciutat","Institut de Cultura. Ajuntament de Barcelona",
2018,"Multidisciplinaris i altres","Ajuntament de Barcelona",Festivals,7,"Més que Muses. Cicle de Dones Creadores",21/11/2018,1/12/2018,573,,"Centre cultural la Farinera del Clot","Centre Cultural La Farinera del Clot + Punt d¿Informació i Atenció a les Dones de Sant Martí",
2018,Música,"Titularitat privada",Festivals,23,"Minifestival de Música i Cultura Independent de Barcelona",3/2/2018,17/2/2018,480,,"Diversos espais de la ciutat","Assoc.  Minifestival de Música Independent",
2018,"Multidisciplinaris i altres","Titularitat privada",Festivals,8,MIRA,7/11/2018,10/11/2018,8400,,"Diversos espais de la ciutat ","NEW MEDIA ARTS S.L",
2018,Audiovisuals,"Titularitat privada",Festivals,8,"MIRADOCS. Barcelona Mirades Documentals",17/1/2018,26/1/2018,356,,"CENTRE CULTURAL CASA ELIZALDE","Cineclub Barcelona Espai de Cinema",
2018,Lletres,"Ajuntament de Barcelona",Festivals,14,"Món Llibre",14/4/2018,15/4/2018,17000,,"CCCB, MACBA, Joan Coromines","Institut de Cultura. Ajuntament de Barcelona",
2018,Audiovisuals,"Titularitat privada",Festivals,4,"Moritz Feed Dog",22/3/2018,25/3/2018,,,"Cines Aribau Club","Inedit Producciones",
2018,Audiovisuals,"Ajuntament de Barcelona",Festivals,21,"Mostra d'audiovisuals i fotografia de muntanya",10/3/2018,24/3/2018,1800,,"Centre cultural la Farinera del Clot","Centre cultural la Farinera del Clot, Agrupació Excursionista Icària,  Colla Excursionista La Senyer",
2018,Audiovisuals,"Titularitat privada",Festivals,6,"Mostra de Cinema Italià de Barcelona. MCIB",14/12/2018,18/12/2018,,,"Cines Verdi","Istituto Luce Cinecittà",
2018,Audiovisuals,"Titularitat privada",Festivals,17,"Mostra de Curtmetratges Dr. Mabuse",2/6/2018,16/6/2018,350,,"Diversos espais de la ciutat","La Jarra Azul",
2018,"Arts escèniques","Titularitat privada",Festivals,23,"Mostra de Teatre de Barcelona",8/10/2018,23/10/2018,566,,"Teatre del Raval",Artípolis,
2018,Audiovisuals,"Titularitat privada",Festivals,23,"Mostra FIRE!! de cinema LGTBI de Barcelona",7/6/2018,17/6/2018,6500,,"Institut Francès de Barcelona","Casal Lambda",
2018,Audiovisuals,"Titularitat privada",Festivals,26,"Mostra Internacional de Films de Dones de Barcelona",19/3/2018,16/12/2018,7300,,"Diversos espais de la ciutat","Drac Màgic. Cooperativa de Promoció de Mitjans Audiovisuals",
2018,"Multidisciplinaris i altres","Ajuntament de Barcelona",Festivals,11,"Mostra Sonora i Visual",5/6/2018,9/6/2018,1982,,"Centre Cívic Convent de Sant Agustí","Convent de Sant Agustí",
2018,Lletres,"Titularitat privada",Festivals,1,"Moviestar Liternatura",20/10/2018,21/10/2018,,,"MUHBA. Vil·la Joana",.,
2018,Audiovisuals,"Titularitat privada",Festivals,5,"Muestra de Cine Día de Brasil ",20/9/2018,23/9/2018,500,,"Cinemes Girona",Diversia,
2018,Lletres,"Titularitat privada",Festivals,9,"Munt de Mots. Festival de Narració Oral de Barcelona",15/10/2018,20/10/2018,2098,,"Diversos espais de la ciutat","Assoc.  Munt de Paraules",
