iter	Logloss
339	0.3363976293
340	0.3361471958
341	0.3358233728
342	0.335547618
343	0.3350450769
344	0.3347619339
345	0.3343920802
346	0.3341175527
347	0.3337558677
348	0.3332995131
349	0.3331196579
350	0.3327677869
351	0.3324777501
352	0.3320742023
353	0.3318115895
354	0.3315045299
355	0.3311415809
356	0.3308057812
357	0.330289293
358	0.3299022661
359	0.3295544446
360	0.3290613077
361	0.3288343953
362	0.3283826264
363	0.3280747198
364	0.3276427998
365	0.3271765902
366	0.3268847694
367	0.3263926371
368	0.3261621458
369	0.3259444791
370	0.3256231311
371	0.3251303552
372	0.3247861799
373	0.324523375
374	0.3242954309
375	0.3237675189
376	0.3235393322
377	0.3232424476
378	0.3229528143
379	0.3226577939
380	0.3223633334
381	0.3220804668
382	0.3218099343
383	0.3214694449
384	0.3209757851
385	0.3205486554
386	0.3202248982
387	0.3197940487
388	0.3194833034
389	0.3190478728
390	0.3185618002
391	0.3182017418
392	0.3178322689
393	0.3175569661
394	0.3173229226
395	0.3169503042
396	0.3166151106
397	0.3162186828
398	0.3157722025
399	0.3154484417
400	0.3152394699
401	0.3149351779
402	0.3146453656
403	0.3143460909
404	0.3141757852
405	0.3138570894
406	0.3135140259
407	0.3132415483
408	0.3128244443
409	0.3126148641
410	0.3123161694
411	0.3121266533
412	0.3118481505
413	0.3114880224
414	0.311164397
415	0.3108800707
416	0.3105858632
417	0.3102858153
418	0.3097545024
419	0.3093352726
420	0.309029838
421	0.3087748219
422	0.3084849088
423	0.308316697
424	0.3079481376
425	0.3077533768
426	0.3073895064
427	0.3069840092
428	0.3067456279
429	0.3065969053
430	0.306395634
431	0.3061525388
432	0.3059904844
433	0.3057214446
434	0.3055305935
435	0.3050750839
436	0.3048400649
437	0.3045362616
438	0.3042720835
439	0.3040420551
440	0.3038816201
441	0.3036153749
442	0.3034765794
443	0.3031799269
444	0.3028858633
445	0.3027100352
446	0.302529225
447	0.302307721
448	0.3020176147
449	0.3014582381
450	0.3010648111
451	0.3007853773
452	0.3005847747
453	0.3003125738
454	0.2998367437
455	0.2996106613
456	0.2992879879
457	0.2990036178
458	0.2988187462
459	0.2986728013
460	0.2982466969
461	0.2980120816
462	0.2977645941
463	0.2975248911
464	0.2973044588
465	0.2969892851
466	0.2967314623
467	0.2965661462
468	0.2961372523
469	0.2958663308
470	0.2956102438
471	0.2954835456
472	0.2952207592
473	0.294910659
474	0.2946760493
475	0.294336855
476	0.2939315282
477	0.2935095866
478	0.2932008898
479	0.2930127346
480	0.2924487323
481	0.2922180545
482	0.2918174951
483	0.2914491008
484	0.2911829384
485	0.290978488
486	0.2907127309
487	0.2905971588
488	0.2904410292
489	0.290203878
490	0.2900253434
491	0.2897774417
492	0.2895339843
493	0.289235647
494	0.2890458382
495	0.2885346147
496	0.2881667406
497	0.2879964698
498	0.2878071067
499	0.2876100903
500	0.2874499152
501	0.2872056098
502	0.2869562284
503	0.2867272138
504	0.2864057503
505	0.2861631847
506	0.28601183
507	0.2856125256
508	0.2851858063
509	0.284924955
510	0.2846994653
511	0.2843213514
512	0.2841331096
513	0.2838009135
514	0.2836053012
515	0.2834111591
516	0.2831017776
517	0.2828994703
518	0.2827044631
519	0.2824438478
520	0.282332048
521	0.2820635318
522	0.2818858756
523	0.2816387405
524	0.2814052228
525	0.2812030548
526	0.2810207507
527	0.2806297318
528	0.2804628522
529	0.2802242849
530	0.2801077579
531	0.2799727184
532	0.2797755808
533	0.2795978554
534	0.2793941861
535	0.2791243798
536	0.2787228052
537	0.2784706968
538	0.2780709573
539	0.2778381605
540	0.2776299093
541	0.2774619405
542	0.2772926391
543	0.277141115
544	0.2770016095
545	0.2767878252
546	0.2766242106
547	0.2764504946
548	0.2761162428
549	0.2758462491
550	0.2755592076
551	0.275365516
552	0.2750797492
553	0.2748092756
554	0.2745151961
555	0.2743292541
556	0.2740978972
557	0.2738623986
558	0.2736671313
559	0.2734222456
560	0.2729994193
561	0.2726980905
562	0.2723893209
563	0.2722401192
564	0.2721105548
565	0.2719488213
566	0.2716025761
567	0.2713607169
568	0.2709867736
569	0.2708013848
570	0.2705610915
571	0.2704066566
572	0.2702387421
573	0.2700210109
574	0.2697794167
575	0.269539655
576	0.2693399208
577	0.269023612
578	0.2688478074
579	0.268571993
580	0.2683528072
581	0.2682036236
582	0.2680883081
583	0.267798086
584	0.2676011164
585	0.2672736017
586	0.2670356897
587	0.2667961339
588	0.2665888754
589	0.2664138048
590	0.2661373112
591	0.2658720688
592	0.2656046636
593	0.2652057135
594	0.265033862
595	0.2647687581
596	0.2646239422
597	0.2644414454
598	0.264237681
599	0.2640417279
600	0.2638580717
601	0.2635747272
602	0.2632477757
603	0.2631575831
604	0.2628666122
605	0.2626496968
606	0.2624776167
607	0.262219736
608	0.2619997273
609	0.2618148746
610	0.2616167923
611	0.261451159
612	0.2612830105
613	0.2609812841
614	0.2607071733
615	0.2604586446
616	0.2602582154
617	0.2600684829
618	0.2599751111
619	0.259750264
620	0.2596069696
621	0.2594357087
622	0.2592823128
623	0.2591171233
624	0.2588732903
625	0.25882956
626	0.2584132587
627	0.2582159218
628	0.2580316138
629	0.2577586677
630	0.2575639999
631	0.2572413877
632	0.2570364781
633	0.2568534004
634	0.256639814
635	0.2564329176
636	0.2562105877
637	0.2560372584
638	0.2558489918
639	0.2556135948
640	0.2554711833
641	0.2553190633
642	0.2551644086
643	0.2549230721
644	0.2546708704
645	0.2544372251
646	0.2542010006
647	0.2539774228
648	0.2536550763
649	0.2534268238
650	0.2531444779
651	0.2529645766
652	0.2526580111
653	0.2525582049
654	0.2522136262
655	0.2520588349
656	0.2517636641
657	0.2514439205
658	0.2512667323
659	0.2510635027
660	0.250889722
661	0.2507946833
662	0.2507115891
663	0.2505052658
664	0.2501951007
665	0.2500776376
666	0.2498182416
667	0.2497121633
668	0.2495092417
669	0.2493768362
670	0.2489960681
671	0.2488128837
672	0.2486653241
673	0.2483759673
674	0.2480714246
675	0.2477914984
676	0.2476805197
677	0.247363304
678	0.2471766645
679	0.2471168654
680	0.2469744069
681	0.246876008
682	0.2466398524
683	0.2463145282
684	0.2461882132
685	0.2459675423
686	0.2458257654
687	0.2456250292
688	0.2454196639
689	0.2452388905
690	0.2450040892
691	0.2449090721
692	0.2446712947
693	0.244314398
694	0.2441674061
695	0.2440013348
696	0.243785802
697	0.243515837
698	0.2434160296
699	0.2432529529
700	0.2429594833
701	0.2427520607
702	0.242501657
703	0.2423412043
704	0.2422600582
705	0.2420598977
706	0.2418670029
707	0.2416905123
708	0.2414627497
709	0.2412677459
710	0.2411424366
711	0.2408590626
712	0.2406628902
713	0.2404764119
714	0.2403422413
715	0.2400895756
716	0.2398613345
717	0.2396672859
718	0.2395299676
719	0.2394000537
720	0.239133856
721	0.2388244093
722	0.2387132728
723	0.2385532994
724	0.2384215338
725	0.2382878894
726	0.2381384328
727	0.2378292314
728	0.2376649315
729	0.2376316527
730	0.2375471094
731	0.2373351208
732	0.237180754
733	0.2369533235
734	0.2368653828
735	0.2367428748
736	0.2365923828
737	0.2364450301
738	0.2362173105
739	0.2360283432
740	0.2358823358
741	0.2355551659
742	0.2352887737
743	0.2350195361
744	0.2348286859
745	0.2346385567
746	0.2341814364
747	0.2340159174
748	0.2337993513
749	0.2336728144
750	0.2333879598
751	0.2332154577
752	0.2330394611
753	0.2328258525
754	0.2326826249
755	0.2325169932
756	0.2323634775
757	0.23216786
758	0.2320084114
759	0.2318901816
760	0.2317005853
761	0.2316752216
762	0.2315659487
763	0.2313808714
764	0.2312548311
765	0.2310620645
766	0.2307785145
767	0.230532217
768	0.2303432078
769	0.2302052231
770	0.2299061318
771	0.2297087223
772	0.2295886036
773	0.2294374535
774	0.2293080086
775	0.2291155917
776	0.2289105794
777	0.228721729
778	0.2286237739
779	0.2283674407
780	0.2281585301
781	0.2280190202
782	0.2276742874
783	0.2275580378
784	0.2275053105
785	0.2272790077
786	0.2271541324
787	0.2270187093
788	0.226925382
789	0.2266772258
790	0.2265193459
791	0.2264123812
792	0.2262875779
793	0.2261652323
794	0.2260637087
795	0.2257717602
796	0.2255879992
797	0.2254776278
798	0.2253241715
799	0.2252064025
800	0.2249081267
801	0.2246848444
802	0.2245675916
803	0.2244172762
804	0.2241278206
805	0.2239726162
806	0.2237767292
807	0.2235770332
808	0.2235129116
809	0.2232507314
810	0.2230783393
811	0.2228737804
812	0.2226521669
813	0.2225062535
814	0.2221816898
815	0.2220127697
816	0.2217754592
817	0.2216580895
818	0.2215313637
819	0.2214248102
820	0.2212920225
821	0.2211975673
822	0.2209974778
823	0.2207658372
824	0.2206634325
825	0.2204150401
826	0.2200807944
827	0.2199234899
828	0.2197660478
829	0.2195728108
830	0.2193974804
831	0.2191558437
832	0.2189896764
833	0.2189162896
834	0.2186075251
835	0.2185285678
836	0.2183284728
837	0.2182126359
838	0.2180727223
839	0.2179392565
840	0.2178633897
841	0.2176651079
842	0.2174975207
843	0.2173163881
844	0.2171429722
845	0.2168644716
846	0.2166954302
847	0.2164956489
848	0.2163635672
849	0.2161161188
850	0.2159441758
851	0.2158420002
852	0.2156664592
853	0.2155094982
854	0.2152927214
855	0.2151102677
856	0.2149770008
857	0.2148775069
858	0.2145988956
859	0.2144964806
860	0.2141939348
861	0.2140799324
862	0.2140103769
863	0.2137938993
864	0.2135723294
865	0.2134486669
866	0.2132076733
867	0.2129253962
868	0.212796178
869	0.2124982315
870	0.2122724795
871	0.2120774381
872	0.2120168525
873	0.2118828602
874	0.2116687975
875	0.2115520053
876	0.2113634485
877	0.2111651425
878	0.2110251114
879	0.2108072854
880	0.2106752092
881	0.210392299
882	0.2101817982
883	0.2099669269
884	0.209758599
885	0.2095199259
886	0.2091568719
887	0.2089772836
888	0.2087888156
889	0.208607038
890	0.2084342711
891	0.2082598999
892	0.2081370636
893	0.2079740532
894	0.2077412697
895	0.2076073798
896	0.2075313394
897	0.2072591239
898	0.2070963597
899	0.2067336058
900	0.2065255535
901	0.2064251706
902	0.2061673808
903	0.2060202552
904	0.2058788467
905	0.2056115327
906	0.2055088207
907	0.205305619
908	0.2051487496
909	0.2050237677
910	0.2047762056
911	0.2046050884
912	0.2044384647
913	0.2043034435
914	0.2039435369
915	0.2037290923
916	0.2035961436
917	0.2034280221
918	0.203144557
919	0.2028979976
920	0.2026383725
921	0.2024921182
922	0.2023354196
923	0.2021757596
924	0.2020901458
925	0.2019674766
926	0.2017346351
927	0.2015457795
928	0.2013580261
929	0.2011885789
930	0.2010564389
931	0.2008530019
932	0.2005571632
933	0.2004329491
934	0.2001817368
935	0.2000793254
936	0.1998669736
937	0.1998071372
938	0.1996117105
939	0.1995454616
940	0.1992770692
941	0.199122034
942	0.1990355943
943	0.1988410953
944	0.1985515173
945	0.1983218584
946	0.1980708026
947	0.1978408252
948	0.1976647374
949	0.1975163444
950	0.1973546391
951	0.1972204078
952	0.1969953859
953	0.1968720644
954	0.1966783534
955	0.1964310913
956	0.1963648674
957	0.1962439332
958	0.1960386001
959	0.1958153325
960	0.1956798757
961	0.1954135222
962	0.1951851502
963	0.1950761771
964	0.1948231926
965	0.1946900883
966	0.1945512136
967	0.1943026928
968	0.1942305343
969	0.1941526296
970	0.1939377141
971	0.1936697422
972	0.1933821201
973	0.1931061903
974	0.1928643476
975	0.1926520497
976	0.192564461
977	0.1924458785
978	0.192356256
979	0.1922186926
980	0.1919593246
981	0.1917761817
982	0.191643757
983	0.1914804458
984	0.1913487352
985	0.1912803259
986	0.1909665908
987	0.1908177263
988	0.1907553001
989	0.1905716376
990	0.1904512377
991	0.1903812771
992	0.1902196262
993	0.1900171846
994	0.1898996053
995	0.1897601184
996	0.1896762533
997	0.1895372782
998	0.1893062046
999	0.1891322148
